# Nonaga GA Run
# run_name: ga_gen_500
# timestamp: 2026-05-11T05:08:37
# raw_cli_args: --mode slurm --run-name ga_gen_500 --final-generations 500 --stage-generations 0 --stage-pop-size 14
# full_run_parameters:
#   final_generations: 500
#   log_file: /users/sc23ksk/nonaga-algorithm/GA results/ga_gen_500.csv
#   mode: slurm
#   run_name: ga_gen_500
#   stage_generations: 0
#   stage_k_opponents: 4
#   stage_pop_size: 14

=== Final Combined Round ===
range: 0:50
generations: 500
pop_size: 56
mutation_prob: 0.6
k_opponents: 12
depth: 3
max_moves: 30
genome_length: 8
mutation_rate: 0.8
Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome
86,0.7916666666666666,0.49999999999999994,0.041666666666666664,"[29, 0, 10, 41, 34, 17, 13, 39]","[29, 12, 21, 17, 14, 13, 29, 34]","[46, 16, 38, 6, 20, 23, 29, 26]","[17, 38, 20, 0, 3, 33, 36, 41]","[13, 26, 15, 22, 42, 49, 34, 0]"
87,0.75,0.49999999999999994,0.20833333333333334,"[27, 13, 17, 19, 12, 12, 28, 38]","[46, 16, 37, 6, 20, 23, 29, 26]","[29, 0, 10, 41, 34, 17, 13, 39]","[41, 50, 16, 1, 12, 3, 12, 19]","[31, 16, 27, 16, 16, 45, 33, 22]"
88,0.8333333333333334,0.5000000000000001,0.125,"[27, 13, 17, 19, 12, 12, 28, 38]","[9, 34, 4, 19, 12, 30, 19, 24]","[43, 19, 12, 40, 32, 31, 30, 44]","[32, 38, 30, 47, 23, 14, 39, 13]","[33, 22, 23, 6, 20, 9, 18, 15]"
89,0.8958333333333334,0.49999999999999983,0.20833333333333334,"[44, 7, 17, 17, 20, 44, 31, 19]","[16, 16, 9, 34, 33, 22, 17, 28]","[49, 1, 24, 17, 27, 42, 34, 32]","[16, 1, 12, 14, 7, 31, 26, 28]","[16, 18, 29, 24, 16, 27, 23, 33]"
90,0.7291666666666666,0.5,0.25,"[11, 5, 12, 9, 16, 26, 41, 5]","[16, 44, 27, 22, 46, 47, 21, 16]","[48, 1, 24, 17, 27, 42, 34, 32]","[16, 15, 9, 32, 32, 22, 18, 27]","[44, 7, 17, 17, 20, 44, 31, 19]"
91,0.8333333333333334,0.49999999999999994,0.1875,"[42, 9, 18, 17, 21, 41, 31, 19]","[49, 3, 13, 19, 33, 39, 48, 39]","[35, 14, 35, 7, 28, 19, 31, 32]","[49, 37, 21, 6, 27, 20, 24, 18]","[24, 30, 20, 7, 14, 33, 32, 18]"
92,0.8125,0.49999999999999983,0.16666666666666666,"[14, 1, 38, 47, 27, 36, 21, 40]","[24, 25, 30, 39, 6, 44, 27, 49]","[27, 2, 20, 44, 39, 29, 13, 42]","[17, 36, 36, 35, 28, 28, 42, 26]","[21, 38, 22, 11, 4, 41, 42, 29]"
93,0.875,0.4999999999999999,0.08333333333333333,"[36, 13, 50, 36, 25, 44, 42, 22]","[14, 1, 38, 47, 27, 36, 21, 40]","[12, 5, 13, 41, 9, 18, 17, 18]","[12, 25, 27, 22, 1, 11, 33, 6]","[43, 18, 45, 34, 42, 33, 39, 6]"
94,0.75,0.5000000000000001,0.16666666666666666,"[35, 16, 41, 36, 36, 27, 45, 31]","[36, 13, 50, 36, 25, 44, 42, 22]","[18, 44, 33, 21, 29, 16, 45, 13]","[11, 34, 32, 18, 8, 10, 17, 35]","[12, 15, 28, 35, 29, 39, 46, 1]"
95,0.75,0.49999999999999983,0.16666666666666666,"[42, 15, 32, 44, 30, 45, 33, 2]","[17, 16, 26, 37, 27, 35, 27, 28]","[35, 16, 41, 36, 36, 27, 45, 31]","[13, 32, 20, 5, 38, 25, 14, 22]","[3, 27, 27, 41, 12, 26, 17, 46]"
96,0.8333333333333334,0.49999999999999994,0.20833333333333334,"[44, 19, 14, 33, 22, 40, 43, 23]","[42, 36, 27, 7, 2, 0, 49, 36]","[23, 28, 5, 35, 9, 44, 42, 25]","[33, 29, 36, 23, 5, 7, 42, 3]","[6, 21, 31, 32, 30, 15, 22, 29]"
97,0.8333333333333334,0.5,0.1875,"[44, 19, 14, 33, 22, 40, 43, 23]","[12, 26, 9, 32, 22, 25, 25, 26]","[10, 6, 27, 22, 44, 46, 20, 8]","[28, 36, 45, 27, 41, 17, 34, 23]","[19, 27, 45, 22, 37, 24, 38, 19]"
98,0.7708333333333334,0.5000000000000001,0.25,"[44, 19, 14, 33, 22, 40, 43, 23]","[31, 14, 8, 23, 1, 37, 42, 24]","[46, 29, 14, 43, 38, 3, 16, 33]","[34, 4, 29, 30, 21, 33, 41, 32]","[12, 4, 19, 16, 32, 40, 28, 10]"
99,0.7916666666666666,0.5,0.20833333333333334,"[44, 48, 22, 28, 47, 50, 26, 31]","[9, 31, 33, 29, 27, 20, 34, 25]","[9, 14, 26, 29, 36, 16, 1, 41]","[28, 10, 39, 45, 35, 32, 35, 48]","[28, 31, 49, 25, 9, 33, 49, 7]"
100,0.75,0.49999999999999994,0.1875,"[18, 20, 27, 31, 29, 28, 28, 39]","[44, 48, 22, 28, 47, 50, 26, 31]","[21, 23, 15, 28, 22, 23, 25, 26]","[5, 49, 9, 24, 1, 27, 22, 1]","[27, 11, 39, 45, 35, 31, 35, 46]"
101,0.75,0.49999999999999994,0.25,"[16, 27, 22, 10, 37, 1, 12, 16]","[9, 23, 49, 22, 30, 22, 14, 25]","[24, 14, 45, 41, 20, 32, 35, 11]","[28, 36, 31, 49, 19, 43, 48, 38]","[14, 34, 12, 26, 13, 25, 24, 15]"
102,0.8333333333333334,0.5000000000000001,0.1875,"[26, 44, 35, 24, 39, 43, 15, 27]","[0, 46, 25, 27, 41, 46, 29, 9]","[21, 31, 41, 7, 41, 27, 13, 17]","[43, 14, 27, 22, 27, 12, 16, 20]","[26, 29, 20, 21, 23, 31, 33, 16]"
103,0.7291666666666666,0.49999999999999994,0.125,"[48, 49, 24, 17, 32, 3, 46, 46]","[14, 3, 24, 5, 14, 23, 24, 48]","[4, 49, 28, 22, 3, 3, 5, 34]","[31, 25, 31, 43, 36, 42, 37, 45]","[35, 19, 31, 2, 34, 34, 20, 17]"
104,0.7916666666666666,0.5000000000000001,0.125,"[48, 49, 24, 17, 32, 3, 46, 46]","[34, 23, 27, 31, 37, 34, 21, 29]","[2, 9, 46, 13, 49, 46, 25, 20]","[2, 43, 37, 26, 14, 28, 30, 13]","[30, 50, 9, 19, 36, 11, 37, 43]"
105,0.75,0.49999999999999994,0.16666666666666666,"[45, 27, 50, 33, 40, 27, 44, 25]","[24, 8, 14, 23, 12, 0, 26, 47]","[39, 3, 8, 7, 14, 41, 23, 16]","[33, 37, 34, 16, 38, 29, 3, 26]","[48, 49, 24, 17, 32, 3, 46, 46]"
106,0.7916666666666666,0.5000000000000001,0.16666666666666666,"[24, 6, 42, 28, 12, 42, 43, 24]","[38, 24, 22, 20, 30, 44, 42, 36]","[44, 27, 48, 32, 39, 25, 43, 27]","[45, 27, 50, 33, 40, 27, 44, 25]","[18, 49, 5, 26, 34, 31, 9, 27]"
107,0.7916666666666666,0.49999999999999994,0.125,"[38, 13, 33, 27, 43, 44, 34, 37]","[11, 47, 15, 22, 13, 50, 47, 17]","[17, 46, 8, 25, 35, 32, 10, 27]","[21, 43, 15, 20, 31, 40, 49, 10]","[29, 14, 40, 25, 19, 31, 36, 27]"
108,0.7916666666666666,0.5000000000000001,0.14583333333333334,"[38, 13, 33, 27, 43, 44, 34, 37]","[3, 50, 20, 25, 34, 31, 27, 26]","[4, 14, 21, 12, 29, 7, 26, 37]","[31, 28, 15, 28, 41, 15, 19, 33]","[34, 13, 36, 26, 33, 39, 35, 33]"
109,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[12, 27, 23, 26, 38, 20, 28, 25]","[39, 18, 17, 26, 26, 35, 35, 26]","[7, 25, 24, 26, 35, 21, 36, 22]","[4, 28, 6, 40, 9, 37, 27, 25]","[29, 14, 6, 50, 23, 33, 31, 32]"
110,0.8958333333333334,0.5,0.16666666666666666,"[39, 26, 2, 36, 19, 8, 25, 28]","[2, 17, 21, 31, 20, 23, 36, 40]","[39, 18, 17, 26, 26, 35, 35, 26]","[17, 35, 27, 39, 42, 10, 41, 29]","[12, 44, 7, 45, 36, 4, 41, 33]"
111,0.8541666666666666,0.4999999999999999,0.125,"[7, 14, 24, 34, 17, 41, 44, 46]","[12, 37, 7, 38, 33, 4, 27, 33]","[2, 3, 39, 15, 40, 31, 23, 38]","[33, 17, 27, 18, 31, 32, 32, 17]","[23, 24, 24, 32, 28, 25, 20, 19]"
112,0.75,0.5,0.20833333333333334,"[39, 28, 3, 34, 18, 10, 24, 28]","[43, 9, 39, 26, 30, 36, 49, 2]","[42, 34, 32, 4, 18, 17, 33, 27]","[9, 13, 44, 4, 17, 2, 30, 34]","[22, 36, 13, 36, 25, 5, 14, 18]"
113,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[26, 48, 5, 0, 19, 20, 5, 45]","[23, 13, 17, 39, 27, 11, 19, 23]","[41, 10, 39, 25, 29, 36, 48, 4]","[49, 47, 49, 38, 37, 3, 35, 4]","[12, 24, 4, 31, 16, 16, 18, 25]"
114,0.8125,0.49999999999999983,0.16666666666666666,"[32, 12, 28, 32, 28, 23, 33, 14]","[38, 27, 3, 35, 19, 10, 26, 28]","[23, 6, 0, 7, 16, 1, 30, 46]","[45, 24, 22, 8, 41, 11, 23, 40]","[32, 23, 6, 41, 40, 24, 18, 40]"
115,0.75,0.5000000000000001,0.1875,"[2, 48, 12, 11, 25, 26, 5, 16]","[16, 15, 50, 15, 43, 44, 21, 22]","[15, 32, 5, 20, 18, 20, 20, 30]","[3, 36, 4, 24, 44, 11, 21, 33]","[19, 17, 19, 30, 29, 32, 30, 35]"
116,0.7916666666666666,0.5,0.16666666666666666,"[2, 48, 12, 11, 25, 26, 5, 16]","[11, 39, 20, 23, 16, 29, 21, 41]","[22, 17, 29, 33, 30, 46, 46, 21]","[43, 19, 42, 20, 9, 22, 38, 16]","[30, 19, 26, 20, 35, 11, 12, 35]"
117,0.875,0.5000000000000001,0.08333333333333333,"[47, 26, 22, 15, 29, 24, 38, 18]","[20, 20, 26, 22, 33, 30, 33, 34]","[14, 24, 2, 47, 18, 7, 10, 30]","[25, 33, 47, 50, 39, 46, 36, 45]","[25, 27, 22, 23, 14, 14, 36, 6]"
118,0.8333333333333334,0.5,0.25,"[47, 26, 22, 15, 29, 24, 38, 18]","[39, 32, 30, 25, 21, 27, 38, 44]","[47, 36, 42, 12, 24, 45, 47, 11]","[19, 46, 27, 33, 46, 36, 20, 20]","[29, 12, 7, 30, 18, 11, 22, 39]"
119,0.7291666666666666,0.5,0.125,"[30, 42, 33, 25, 37, 40, 31, 16]","[22, 21, 16, 14, 28, 4, 31, 19]","[6, 2, 30, 24, 7, 45, 13, 37]","[27, 26, 30, 32, 12, 13, 33, 30]","[39, 20, 13, 38, 30, 43, 36, 27]"
120,0.8333333333333334,0.49999999999999994,0.20833333333333334,"[20, 46, 33, 25, 38, 22, 43, 22]","[26, 4, 37, 28, 12, 45, 20, 33]","[21, 21, 15, 36, 41, 26, 18, 44]","[11, 34, 27, 39, 37, 35, 21, 20]","[30, 42, 33, 25, 37, 40, 31, 16]"
121,0.7916666666666666,0.5000000000000001,0.20833333333333334,"[31, 10, 19, 30, 21, 17, 36, 31]","[26, 5, 37, 28, 12, 44, 19, 33]","[30, 24, 29, 22, 31, 38, 14, 25]","[15, 11, 34, 17, 13, 35, 34, 48]","[13, 3, 24, 34, 30, 26, 28, 22]"
122,0.8333333333333334,0.5,0.10416666666666667,"[18, 34, 27, 30, 10, 18, 36, 27]","[16, 23, 28, 24, 22, 40, 21, 15]","[31, 10, 19, 30, 21, 17, 36, 31]","[21, 3, 35, 17, 10, 18, 25, 20]","[11, 35, 33, 33, 36, 45, 34, 43]"
123,0.75,0.5,0.20833333333333334,"[18, 34, 27, 30, 10, 18, 36, 27]","[43, 0, 47, 34, 26, 27, 26, 11]","[27, 21, 33, 28, 13, 31, 38, 12]","[22, 23, 29, 41, 24, 25, 31, 28]","[25, 22, 34, 30, 16, 32, 30, 38]"
124,0.8125,0.4999999999999999,0.16666666666666666,"[36, 14, 22, 34, 22, 15, 37, 14]","[15, 17, 47, 11, 49, 0, 43, 48]","[23, 27, 15, 29, 29, 27, 24, 39]","[43, 46, 12, 4, 47, 46, 28, 3]","[34, 6, 34, 25, 27, 20, 31, 22]"
125,0.7916666666666666,0.49999999999999994,0.1875,"[43, 36, 45, 35, 11, 29, 50, 16]","[24, 26, 16, 28, 29, 27, 25, 37]","[29, 16, 27, 19, 41, 41, 38, 39]","[14, 35, 6, 21, 13, 44, 30, 22]","[35, 29, 21, 17, 32, 9, 21, 26]"
126,0.75,0.4999999999999999,0.20833333333333334,"[28, 37, 29, 28, 44, 12, 41, 42]","[0, 31, 11, 25, 23, 49, 15, 32]","[43, 36, 45, 35, 11, 29, 50, 16]","[49, 21, 25, 26, 26, 12, 10, 26]","[31, 19, 25, 22, 27, 32, 32, 23]"
127,0.8333333333333334,0.49999999999999994,0.16666666666666666,"[38, 27, 4, 22, 0, 39, 30, 4]","[32, 18, 26, 29, 17, 23, 36, 13]","[32, 18, 26, 30, 18, 21, 36, 14]","[20, 30, 28, 16, 33, 27, 26, 24]","[29, 22, 8, 42, 20, 21, 19, 24]"
128,0.875,0.49999999999999994,0.16666666666666666,"[30, 26, 19, 20, 26, 28, 33, 14]","[20, 1, 32, 26, 17, 45, 20, 40]","[23, 29, 26, 23, 39, 38, 42, 6]","[31, 34, 21, 26, 30, 20, 38, 30]","[25, 25, 27, 22, 26, 24, 30, 20]"
129,0.7916666666666666,0.5,0.125,"[25, 42, 13, 14, 26, 16, 21, 31]","[42, 22, 23, 19, 12, 28, 24, 7]","[28, 24, 25, 24, 24, 25, 32, 18]","[23, 22, 31, 26, 14, 25, 40, 21]","[30, 26, 19, 20, 26, 28, 33, 14]"
130,0.7083333333333334,0.5000000000000001,0.20833333333333334,"[5, 34, 18, 12, 19, 40, 50, 26]","[16, 26, 29, 15, 30, 20, 18, 28]","[21, 27, 8, 8, 38, 18, 31, 45]","[4, 41, 5, 20, 25, 23, 37, 50]","[20, 47, 19, 44, 19, 23, 11, 49]"
131,0.75,0.5000000000000001,0.16666666666666666,"[32, 3, 25, 47, 14, 22, 36, 45]","[25, 2, 36, 39, 26, 33, 37, 42]","[28, 18, 34, 22, 20, 15, 30, 23]","[5, 34, 18, 12, 19, 40, 50, 26]","[17, 14, 16, 22, 18, 28, 29, 15]"
132,0.75,0.49999999999999994,0.16666666666666666,"[42, 36, 19, 49, 12, 7, 24, 0]","[16, 12, 15, 18, 17, 32, 31, 14]","[23, 5, 35, 38, 27, 31, 34, 42]","[46, 4, 43, 38, 7, 24, 29, 47]","[26, 49, 16, 5, 43, 12, 26, 42]"
133,0.8333333333333334,0.49999999999999994,0.125,"[16, 12, 16, 19, 16, 30, 33, 13]","[25, 25, 34, 26, 11, 39, 39, 19]","[25, 26, 12, 28, 28, 27, 23, 20]","[34, 13, 26, 26, 25, 23, 29, 40]","[25, 37, 14, 8, 16, 12, 29, 42]"
134,0.9583333333333334,0.49999999999999994,0.16666666666666666,"[21, 50, 10, 1, 27, 8, 28, 39]","[45, 12, 42, 34, 12, 37, 49, 17]","[45, 9, 40, 40, 12, 21, 26, 42]","[25, 15, 25, 26, 12, 23, 38, 14]","[6, 40, 17, 8, 12, 29, 44, 7]"
135,0.7916666666666666,0.5000000000000001,0.16666666666666666,"[44, 13, 41, 34, 12, 37, 47, 19]","[23, 11, 15, 20, 18, 26, 32, 15]","[20, 35, 23, 27, 22, 30, 46, 30]","[45, 5, 27, 37, 16, 3, 21, 49]","[5, 16, 9, 34, 35, 11, 16, 41]"
136,0.8333333333333334,0.49999999999999994,0.16666666666666666,"[26, 33, 30, 30, 23, 31, 42, 32]","[23, 45, 29, 29, 41, 15, 32, 26]","[31, 0, 18, 37, 15, 39, 24, 31]","[44, 13, 41, 34, 12, 37, 47, 19]","[15, 14, 40, 17, 25, 18, 32, 7]"
137,0.75,0.49999999999999994,0.16666666666666666,"[36, 22, 36, 32, 17, 34, 45, 25]","[33, 39, 27, 27, 31, 24, 35, 26]","[30, 38, 30, 28, 30, 31, 42, 27]","[31, 41, 30, 27, 33, 31, 41, 25]","[5, 43, 0, 39, 22, 2, 17, 28]"
138,0.7916666666666666,0.5000000000000002,0.16666666666666666,"[15, 11, 41, 25, 20, 20, 33, 16]","[34, 39, 33, 44, 45, 49, 18, 22]","[39, 21, 7, 4, 6, 20, 2, 22]","[36, 22, 36, 32, 17, 34, 45, 25]","[39, 42, 45, 16, 15, 14, 35, 28]"
139,0.7291666666666666,0.5000000000000001,0.20833333333333334,"[26, 25, 12, 15, 17, 25, 19, 29]","[18, 37, 39, 17, 7, 49, 47, 12]","[11, 12, 35, 48, 46, 34, 19, 23]","[26, 40, 11, 10, 20, 37, 48, 32]","[15, 11, 41, 25, 20, 20, 33, 16]"
140,0.7916666666666666,0.5000000000000001,0.25,"[8, 48, 29, 18, 40, 48, 32, 13]","[26, 25, 12, 15, 17, 25, 19, 29]","[5, 22, 17, 45, 31, 24, 38, 41]","[14, 25, 9, 43, 46, 8, 33, 30]","[27, 25, 12, 15, 17, 25, 18, 29]"
141,0.8125,0.5000000000000001,0.20833333333333334,"[36, 22, 42, 19, 17, 27, 16, 28]","[43, 13, 36, 36, 28, 46, 29, 41]","[36, 46, 30, 22, 47, 2, 37, 35]","[21, 21, 3, 35, 23, 17, 21, 37]","[36, 1, 24, 20, 41, 39, 24, 45]"
142,0.8333333333333334,0.5000000000000001,0.25,"[34, 21, 7, 37, 26, 17, 30, 39]","[0, 3, 7, 44, 32, 21, 16, 21]","[37, 17, 21, 30, 25, 28, 39, 5]","[23, 20, 5, 36, 22, 18, 23, 36]","[16, 41, 22, 40, 24, 29, 45, 34]"
143,0.7916666666666666,0.5000000000000002,0.25,"[34, 21, 7, 37, 26, 17, 30, 39]","[29, 17, 24, 18, 36, 15, 35, 40]","[29, 11, 43, 13, 19, 18, 26, 9]","[45, 4, 28, 27, 3, 32, 37, 49]","[18, 27, 22, 20, 31, 17, 27, 9]"
144,0.8333333333333334,0.49999999999999994,0.20833333333333334,"[25, 6, 20, 23, 34, 11, 32, 31]","[4, 34, 14, 23, 36, 15, 21, 19]","[4, 1, 18, 28, 48, 26, 27, 25]","[19, 19, 8, 9, 48, 42, 15, 42]","[28, 42, 10, 39, 16, 35, 33, 6]"
145,0.875,0.5,0.20833333333333334,"[28, 38, 22, 7, 10, 9, 21, 30]","[32, 21, 16, 3, 27, 12, 29, 37]","[23, 26, 23, 37, 38, 32, 28, 11]","[32, 25, 2, 42, 23, 40, 16, 28]","[25, 31, 13, 29, 21, 30, 6, 21]"
146,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[15, 30, 12, 24, 24, 33, 27, 33]","[35, 21, 31, 35, 17, 26, 32, 29]","[28, 38, 22, 7, 10, 9, 21, 30]","[38, 13, 43, 20, 19, 28, 46, 32]","[37, 16, 19, 47, 14, 14, 49, 36]"
147,0.7708333333333334,0.5000000000000001,0.16666666666666666,"[43, 20, 33, 37, 2, 26, 44, 12]","[50, 29, 5, 32, 24, 21, 18, 33]","[33, 30, 28, 39, 29, 29, 37, 25]","[15, 30, 12, 24, 24, 33, 27, 33]","[30, 34, 21, 36, 41, 41, 24, 40]"
148,0.7916666666666666,0.5,0.22916666666666666,"[6, 0, 47, 41, 4, 49, 47, 31]","[31, 12, 10, 38, 30, 29, 23, 31]","[43, 20, 33, 37, 2, 26, 44, 12]","[15, 32, 3, 44, 18, 40, 23, 33]","[47, 6, 23, 38, 10, 23, 48, 14]"
149,0.875,0.5,0.0625,"[15, 1, 30, 32, 5, 33, 40, 29]","[8, 0, 43, 39, 4, 45, 45, 30]","[20, 10, 17, 31, 25, 29, 25, 13]","[31, 13, 12, 34, 26, 24, 27, 27]","[33, 30, 44, 22, 33, 23, 41, 29]"
150,0.7916666666666666,0.5000000000000001,0.20833333333333334,"[13, 1, 33, 34, 5, 36, 41, 29]","[15, 1, 30, 32, 5, 33, 40, 29]","[32, 27, 29, 29, 18, 28, 29, 32]","[41, 28, 50, 42, 48, 6, 33, 18]","[10, 21, 42, 20, 21, 43, 18, 33]"
151,0.7916666666666666,0.4999999999999999,0.10416666666666667,"[21, 23, 48, 21, 38, 38, 14, 47]","[35, 50, 23, 27, 19, 25, 48, 8]","[13, 1, 33, 34, 5, 36, 41, 29]","[5, 6, 41, 32, 22, 42, 26, 21]","[45, 22, 28, 4, 16, 32, 35, 25]"
152,0.7916666666666666,0.5000000000000001,0.125,"[11, 20, 41, 31, 27, 48, 37, 48]","[27, 44, 8, 40, 35, 11, 41, 29]","[10, 12, 32, 30, 20, 31, 28, 15]","[24, 27, 27, 17, 30, 33, 20, 38]","[12, 29, 26, 25, 19, 38, 35, 11]"
153,0.75,0.5000000000000001,0.20833333333333334,"[10, 21, 25, 38, 12, 25, 16, 35]","[11, 20, 41, 31, 27, 48, 37, 48]","[15, 28, 16, 37, 19, 21, 22, 40]","[16, 27, 24, 6, 33, 12, 34, 18]","[32, 20, 10, 33, 34, 23, 11, 27]"
154,0.75,0.5,0.20833333333333334,"[9, 24, 29, 13, 20, 35, 37, 26]","[13, 13, 33, 26, 18, 42, 20, 37]","[27, 11, 34, 42, 5, 48, 37, 7]","[6, 14, 18, 21, 5, 40, 42, 6]","[29, 34, 14, 26, 17, 23, 18, 27]"
155,0.8333333333333334,0.49999999999999994,0.25,"[18, 8, 17, 24, 10, 7, 23, 5]","[34, 27, 1, 31, 19, 17, 43, 40]","[31, 8, 30, 47, 41, 34, 28, 48]","[48, 13, 32, 40, 35, 37, 50, 11]","[21, 10, 19, 21, 15, 25, 15, 21]"
156,0.7916666666666666,0.5,0.25,"[23, 36, 2, 18, 1, 16, 43, 16]","[30, 39, 17, 22, 25, 4, 26, 30]","[41, 6, 27, 27, 31, 19, 28, 19]","[0, 21, 40, 32, 40, 40, 24, 40]","[44, 13, 47, 42, 39, 2, 35, 44]"
157,0.7916666666666666,0.5000000000000001,0.20833333333333334,"[37, 15, 9, 35, 0, 34, 26, 37]","[41, 30, 14, 34, 22, 26, 26, 29]","[15, 43, 42, 14, 16, 27, 24, 17]","[17, 17, 0, 34, 21, 16, 41, 42]","[4, 15, 40, 33, 41, 6, 44, 26]"
158,0.8125,0.5000000000000001,0.16666666666666666,"[48, 25, 5, 19, 21, 44, 46, 31]","[38, 49, 23, 16, 23, 12, 34, 28]","[32, 6, 43, 40, 12, 29, 31, 6]","[23, 28, 40, 42, 32, 26, 30, 50]","[21, 24, 27, 31, 33, 46, 43, 36]"
159,0.8333333333333334,0.49999999999999994,0.20833333333333334,"[11, 47, 5, 7, 25, 32, 30, 41]","[48, 25, 5, 19, 21, 44, 46, 31]","[8, 17, 34, 20, 47, 8, 41, 41]","[37, 43, 17, 23, 25, 20, 32, 22]","[21, 27, 27, 22, 20, 26, 38, 30]"
160,0.7916666666666666,0.49999999999999994,0.16666666666666666,"[2, 20, 24, 27, 11, 18, 33, 17]","[33, 41, 10, 25, 19, 38, 21, 27]","[36, 16, 30, 31, 38, 15, 18, 31]","[43, 21, 16, 48, 46, 6, 49, 44]","[4, 21, 18, 28, 9, 17, 38, 14]"
161,0.8541666666666666,0.5,0.041666666666666664,"[29, 8, 24, 25, 18, 20, 32, 13]","[0, 19, 24, 28, 0, 42, 20, 37]","[25, 24, 28, 27, 29, 30, 26, 33]","[2, 20, 24, 27, 11, 18, 33, 17]","[8, 41, 37, 13, 24, 15, 41, 5]"
162,0.875,0.49999999999999994,0.25,"[9, 26, 11, 39, 4, 38, 41, 33]","[26, 13, 32, 22, 17, 32, 30, 14]","[29, 8, 24, 25, 18, 20, 32, 13]","[35, 17, 40, 29, 29, 20, 37, 28]","[1, 36, 0, 50, 36, 19, 34, 38]"
163,0.75,0.5000000000000001,0.16666666666666666,"[9, 4, 45, 19, 17, 14, 26, 6]","[30, 25, 31, 22, 24, 16, 29, 22]","[41, 7, 33, 22, 17, 41, 20, 9]","[9, 26, 11, 39, 4, 38, 41, 33]","[29, 12, 15, 9, 18, 32, 25, 7]"
164,0.9166666666666666,0.49999999999999994,0.16666666666666666,"[14, 11, 31, 37, 21, 19, 35, 20]","[23, 9, 10, 25, 10, 20, 17, 39]","[12, 5, 41, 18, 17, 17, 26, 6]","[18, 36, 15, 27, 35, 43, 31, 17]","[49, 16, 46, 43, 21, 17, 38, 8]"
165,0.75,0.5,0.16666666666666666,"[43, 35, 16, 30, 34, 24, 4, 25]","[14, 41, 14, 43, 44, 47, 3, 27]","[14, 11, 31, 37, 21, 19, 35, 20]","[21, 46, 31, 15, 38, 17, 34, 36]","[41, 16, 44, 40, 22, 15, 38, 10]"
166,0.8125,0.5000000000000002,0.20833333333333334,"[0, 29, 17, 24, 9, 44, 37, 47]","[1, 12, 43, 34, 18, 1, 18, 34]","[14, 9, 35, 36, 20, 41, 23, 33]","[0, 40, 9, 21, 4, 36, 46, 22]","[34, 26, 30, 32, 27, 29, 34, 14]"
167,0.7708333333333334,0.49999999999999994,0.25,"[0, 29, 17, 24, 9, 44, 37, 47]","[18, 31, 27, 32, 20, 21, 23, 18]","[13, 26, 23, 27, 18, 27, 32, 20]","[26, 34, 5, 35, 16, 44, 31, 37]","[13, 3, 40, 18, 45, 29, 33, 3]"
168,0.7916666666666666,0.5,0.16666666666666666,"[14, 21, 45, 8, 44, 39, 50, 8]","[35, 10, 46, 25, 38, 23, 42, 30]","[26, 7, 31, 35, 32, 38, 44, 36]","[26, 34, 13, 19, 17, 30, 37, 26]","[33, 35, 6, 14, 7, 36, 35, 40]"
169,0.7708333333333334,0.4999999999999999,0.2916666666666667,"[37, 20, 16, 46, 35, 49, 48, 32]","[14, 8, 26, 11, 7, 48, 19, 14]","[33, 12, 35, 25, 29, 27, 29, 27]","[14, 21, 45, 8, 44, 39, 50, 8]","[26, 29, 34, 28, 29, 23, 35, 16]"
170,0.7291666666666666,0.49999999999999994,0.20833333333333334,"[38, 24, 25, 24, 23, 34, 43, 41]","[30, 4, 12, 23, 26, 30, 40, 32]","[37, 20, 16, 46, 35, 49, 48, 32]","[26, 16, 22, 30, 19, 26, 25, 30]","[35, 6, 7, 36, 34, 9, 31, 17]"
171,0.8333333333333334,0.5,0.22916666666666666,"[28, 9, 15, 22, 28, 26, 35, 31]","[2, 39, 0, 29, 42, 21, 33, 43]","[24, 18, 17, 16, 22, 19, 21, 34]","[21, 18, 22, 45, 20, 21, 32, 38]","[30, 16, 26, 25, 19, 23, 46, 29]"
172,0.7916666666666666,0.5000000000000001,0.10416666666666667,"[6, 38, 0, 21, 23, 23, 9, 23]","[28, 9, 15, 22, 28, 26, 35, 31]","[28, 9, 15, 22, 28, 26, 35, 31]","[3, 49, 12, 25, 20, 35, 24, 22]","[22, 17, 19, 18, 23, 22, 21, 32]"
173,0.8333333333333334,0.4999999999999999,0.20833333333333334,"[29, 3, 37, 16, 18, 9, 37, 12]","[6, 37, 1, 21, 23, 23, 10, 23]","[31, 22, 16, 27, 19, 22, 19, 29]","[11, 21, 47, 22, 18, 45, 46, 15]","[13, 15, 11, 4, 12, 32, 27, 49]"
174,0.75,0.49999999999999994,0.08333333333333333,"[15, 6, 20, 48, 43, 18, 37, 27]","[28, 14, 19, 32, 20, 17, 7, 17]","[1, 12, 21, 20, 19, 48, 11, 43]","[24, 27, 13, 9, 22, 36, 21, 34]","[10, 37, 9, 19, 27, 26, 15, 25]"
