# Nonaga GA Run
# run_name: ga_gen_500
# timestamp: 2026-05-11T05:08:37
# raw_cli_args: --mode slurm --run-name ga_gen_500 --final-generations 500 --stage-generations 0 --stage-pop-size 14
# full_run_parameters:
#   final_generations: 500
#   log_file: /users/sc23ksk/nonaga-algorithm/GA results/ga_gen_500.csv
#   mode: slurm
#   run_name: ga_gen_500
#   stage_generations: 0
#   stage_k_opponents: 4
#   stage_pop_size: 14

=== Final Combined Round ===
range: 0:50
generations: 500
pop_size: 56
mutation_prob: 0.6
k_opponents: 12
depth: 3
max_moves: 30
genome_length: 8
mutation_rate: 0.8
Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome
12,0.75,0.49999999999999994,0.10416666666666667,"[15, 36, 50, 17, 25, 41, 48, 7]","[41, 29, 18, 50, 26, 29, 5, 1]","[40, 4, 32, 14, 6, 39, 30, 16]","[30, 1, 47, 7, 37, 50, 40, 39]","[20, 38, 9, 26, 14, 38, 22, 22]"
13,0.8333333333333334,0.5000000000000001,0.20833333333333334,"[22, 38, 35, 23, 9, 13, 50, 20]","[28, 5, 30, 25, 29, 7, 42, 36]","[8, 44, 10, 5, 27, 14, 34, 13]","[41, 48, 31, 7, 41, 40, 28, 44]","[15, 3, 8, 23, 37, 50, 25, 42]"
14,0.7916666666666666,0.5000000000000002,0.16666666666666666,"[25, 20, 30, 29, 36, 18, 42, 26]","[23, 15, 19, 33, 16, 36, 37, 43]","[8, 32, 8, 2, 28, 0, 24, 49]","[30, 6, 8, 25, 29, 34, 23, 42]","[14, 0, 50, 9, 27, 38, 35, 44]"
15,0.9166666666666666,0.49999999999999994,0.25,"[3, 6, 48, 17, 33, 9, 31, 42]","[44, 6, 26, 33, 45, 15, 36, 34]","[28, 18, 17, 24, 22, 26, 34, 35]","[13, 32, 11, 5, 23, 3, 28, 41]","[17, 35, 23, 19, 28, 19, 44, 19]"
16,0.7083333333333334,0.5000000000000001,0.08333333333333333,"[3, 6, 48, 17, 33, 9, 31, 42]","[28, 24, 22, 17, 11, 27, 39, 29]","[33, 17, 24, 37, 17, 41, 44, 25]","[27, 23, 25, 14, 17, 29, 21, 30]","[12, 6, 28, 10, 12, 16, 35, 26]"
17,0.75,0.5000000000000001,0.25,"[39, 10, 25, 34, 34, 24, 38, 31]","[30, 23, 24, 20, 20, 23, 35, 19]","[37, 13, 25, 35, 27, 32, 41, 28]","[22, 23, 33, 38, 23, 29, 25, 27]","[11, 27, 14, 28, 16, 27, 19, 34]"
18,0.8125,0.4999999999999999,0.08333333333333333,"[21, 7, 2, 30, 18, 45, 43, 42]","[15, 25, 17, 37, 46, 27, 20, 32]","[37, 19, 25, 35, 20, 26, 36, 36]","[13, 17, 26, 38, 37, 25, 10, 36]","[39, 10, 25, 34, 34, 24, 38, 31]"
19,0.7708333333333334,0.49999999999999994,0.125,"[30, 2, 39, 44, 27, 36, 41, 41]","[25, 29, 1, 15, 10, 12, 45, 35]","[15, 25, 17, 37, 46, 27, 20, 32]","[30, 37, 7, 6, 21, 38, 3, 43]","[35, 22, 7, 46, 21, 47, 22, 29]"
20,0.8333333333333334,0.5,0.041666666666666664,"[3, 32, 32, 32, 1, 42, 29, 50]","[28, 20, 23, 36, 16, 41, 13, 41]","[23, 33, 15, 21, 19, 23, 34, 38]","[27, 38, 22, 16, 29, 46, 13, 13]","[30, 24, 16, 21, 15, 23, 14, 31]"
21,0.75,0.49999999999999983,0.20833333333333334,"[20, 11, 18, 29, 42, 28, 16, 21]","[40, 22, 37, 35, 26, 27, 21, 33]","[3, 30, 5, 37, 22, 18, 31, 43]","[3, 22, 50, 34, 6, 40, 16, 25]","[29, 37, 23, 18, 29, 45, 14, 13]"
22,0.7708333333333334,0.5000000000000001,0.20833333333333334,"[35, 26, 12, 18, 17, 23, 22, 34]","[36, 27, 10, 17, 18, 24, 23, 34]","[20, 14, 9, 27, 22, 39, 34, 37]","[2, 31, 26, 36, 16, 44, 39, 34]","[30, 28, 9, 20, 15, 31, 25, 31]"
23,0.7708333333333334,0.49999999999999994,0.08333333333333333,"[35, 43, 12, 6, 23, 35, 27, 33]","[15, 1, 26, 16, 28, 46, 23, 46]","[34, 15, 16, 19, 17, 47, 37, 4]","[18, 36, 13, 26, 23, 47, 19, 30]","[24, 27, 12, 20, 19, 26, 22, 38]"
24,0.7916666666666666,0.5000000000000001,0.10416666666666667,"[48, 14, 30, 26, 34, 15, 7, 30]","[31, 29, 33, 36, 23, 29, 19, 16]","[29, 34, 14, 16, 33, 19, 12, 26]","[20, 20, 8, 43, 21, 23, 21, 47]","[35, 43, 12, 6, 23, 35, 27, 33]"
25,0.8125,0.5000000000000001,0.16666666666666666,"[44, 4, 47, 48, 37, 42, 32, 28]","[35, 37, 26, 20, 27, 26, 32, 29]","[48, 14, 30, 26, 34, 15, 7, 30]","[38, 39, 31, 2, 28, 23, 21, 20]","[24, 20, 19, 47, 30, 36, 33, 49]"
26,0.8333333333333334,0.4999999999999999,0.125,"[34, 21, 17, 33, 29, 26, 26, 41]","[44, 4, 47, 48, 37, 42, 32, 28]","[10, 22, 3, 7, 15, 25, 30, 32]","[3, 7, 32, 30, 30, 27, 15, 49]","[21, 28, 31, 21, 29, 37, 27, 26]"
27,0.8333333333333334,0.5000000000000001,0.20833333333333334,"[7, 27, 18, 36, 29, 17, 26, 49]","[21, 22, 33, 19, 36, 36, 35, 12]","[36, 22, 18, 28, 29, 32, 38, 17]","[18, 20, 22, 17, 30, 8, 23, 30]","[35, 16, 22, 34, 21, 24, 21, 42]"
28,0.7916666666666666,0.5000000000000001,0.20833333333333334,"[17, 39, 8, 2, 23, 7, 29, 27]","[23, 6, 31, 43, 35, 35, 45, 16]","[22, 30, 24, 27, 38, 19, 32, 29]","[27, 7, 20, 31, 31, 31, 25, 26]","[20, 20, 23, 18, 30, 8, 23, 29]"
29,0.7916666666666666,0.5,0.125,"[23, 32, 10, 10, 31, 16, 20, 31]","[9, 14, 20, 4, 43, 30, 44, 50]","[18, 21, 23, 39, 21, 43, 12, 39]","[27, 10, 25, 45, 28, 28, 42, 15]","[41, 32, 2, 33, 20, 35, 19, 43]"
30,0.875,0.49999999999999994,0.16666666666666666,"[45, 20, 11, 12, 19, 10, 18, 32]","[19, 28, 30, 12, 22, 19, 9, 26]","[14, 15, 25, 28, 29, 35, 18, 12]","[23, 32, 10, 10, 31, 16, 20, 31]","[34, 17, 18, 30, 36, 32, 22, 24]"
31,0.8333333333333334,0.5000000000000001,0.20833333333333334,"[30, 39, 0, 36, 9, 12, 39, 39]","[12, 28, 21, 24, 5, 12, 42, 19]","[35, 26, 18, 25, 31, 31, 22, 29]","[37, 24, 48, 43, 50, 0, 5, 7]","[7, 21, 29, 19, 27, 43, 13, 16]"
32,0.875,0.49999999999999994,0.1875,"[34, 24, 18, 24, 29, 31, 20, 30]","[33, 33, 8, 30, 4, 25, 7, 45]","[25, 6, 35, 22, 8, 24, 39, 1]","[18, 38, 14, 26, 22, 41, 31, 17]","[30, 39, 0, 36, 9, 12, 39, 39]"
33,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[34, 24, 18, 24, 29, 31, 20, 30]","[27, 6, 21, 4, 22, 6, 17, 46]","[15, 28, 32, 36, 26, 16, 31, 47]","[22, 13, 30, 39, 22, 38, 29, 26]","[38, 19, 19, 25, 23, 21, 29, 24]"
34,0.7916666666666666,0.5,0.20833333333333334,"[12, 48, 32, 14, 25, 14, 16, 7]","[10, 35, 12, 31, 42, 2, 23, 46]","[9, 40, 40, 35, 40, 11, 26, 34]","[37, 20, 21, 28, 18, 19, 30, 27]","[28, 18, 22, 20, 35, 42, 45, 19]"
35,0.8333333333333334,0.5000000000000001,0.125,"[19, 9, 32, 28, 23, 9, 29, 15]","[29, 11, 24, 25, 21, 14, 28, 9]","[34, 1, 19, 31, 38, 19, 46, 48]","[23, 32, 23, 23, 11, 12, 39, 9]","[10, 35, 12, 31, 42, 2, 23, 46]"
36,0.8125,0.5,0.08333333333333333,"[14, 24, 30, 4, 50, 0, 50, 47]","[19, 9, 32, 28, 23, 9, 29, 15]","[4, 13, 47, 48, 39, 50, 48, 28]","[36, 4, 27, 20, 2, 31, 35, 17]","[22, 32, 35, 43, 14, 46, 21, 36]"
37,0.7916666666666666,0.5,0.16666666666666666,"[31, 13, 47, 22, 15, 4, 41, 8]","[1, 4, 47, 49, 39, 34, 38, 38]","[48, 35, 47, 34, 32, 42, 50, 15]","[32, 25, 12, 9, 6, 5, 49, 46]","[32, 11, 26, 20, 3, 28, 33, 20]"
38,0.7916666666666666,0.5,0.2708333333333333,"[32, 12, 27, 20, 3, 28, 33, 21]","[42, 49, 7, 0, 28, 24, 19, 50]","[20, 38, 30, 19, 29, 35, 18, 14]","[31, 23, 31, 13, 21, 15, 31, 15]","[30, 33, 1, 23, 5, 36, 45, 49]"
39,0.7083333333333334,0.5,0.20833333333333334,"[17, 37, 7, 41, 27, 45, 30, 28]","[35, 13, 4, 22, 3, 4, 44, 39]","[37, 36, 7, 6, 20, 4, 19, 42]","[25, 45, 19, 10, 27, 6, 15, 3]","[43, 5, 28, 31, 27, 16, 11, 45]"
40,0.7916666666666666,0.5000000000000001,0.16666666666666666,"[29, 41, 21, 33, 2, 43, 46, 18]","[28, 8, 18, 43, 30, 30, 21, 40]","[48, 32, 11, 3, 20, 25, 29, 14]","[38, 22, 22, 21, 22, 28, 24, 38]","[19, 35, 24, 31, 23, 50, 50, 8]"
41,0.7916666666666666,0.4999999999999997,0.16666666666666666,"[23, 25, 0, 31, 33, 49, 34, 48]","[13, 39, 10, 39, 22, 24, 35, 26]","[29, 41, 21, 33, 2, 43, 46, 18]","[17, 15, 26, 29, 35, 28, 5, 49]","[44, 19, 30, 29, 22, 26, 31, 30]"
42,0.75,0.5000000000000001,0.08333333333333333,"[28, 15, 29, 34, 37, 37, 19, 40]","[8, 11, 15, 23, 12, 21, 42, 14]","[23, 25, 0, 31, 33, 49, 34, 48]","[21, 17, 29, 29, 31, 29, 10, 39]","[32, 12, 44, 21, 16, 45, 32, 12]"
43,0.7291666666666666,0.5000000000000001,0.125,"[27, 8, 15, 31, 35, 30, 44, 12]","[0, 50, 11, 31, 8, 24, 38, 30]","[24, 9, 17, 35, 29, 29, 38, 20]","[27, 24, 8, 42, 46, 17, 28, 41]","[8, 33, 19, 29, 29, 25, 28, 22]"
44,0.7708333333333334,0.5000000000000002,0.20833333333333334,"[42, 20, 17, 29, 33, 25, 38, 16]","[28, 18, 14, 41, 19, 27, 31, 28]","[12, 40, 9, 43, 27, 13, 21, 23]","[2, 47, 12, 32, 10, 25, 38, 30]","[27, 8, 15, 31, 35, 30, 44, 12]"
45,0.8333333333333334,0.4999999999999999,0.08333333333333333,"[17, 15, 38, 27, 17, 33, 35, 19]","[9, 22, 10, 19, 13, 2, 8, 27]","[23, 17, 25, 35, 18, 30, 33, 23]","[13, 38, 9, 41, 27, 16, 22, 25]","[0, 34, 31, 8, 9, 36, 13, 0]"
46,0.8125,0.4999999999999999,0.22916666666666666,"[48, 19, 23, 19, 24, 10, 21, 27]","[2, 13, 18, 48, 26, 15, 32, 42]","[41, 28, 14, 28, 36, 27, 40, 41]","[22, 16, 18, 46, 31, 8, 25, 45]","[49, 46, 40, 24, 42, 31, 47, 39]"
47,0.7291666666666666,0.5000000000000001,0.20833333333333334,"[48, 19, 23, 19, 24, 10, 21, 27]","[12, 19, 34, 13, 24, 4, 50, 35]","[43, 28, 44, 31, 25, 43, 44, 2]","[8, 18, 3, 27, 17, 36, 35, 38]","[47, 38, 32, 19, 26, 17, 38, 9]"
48,0.7916666666666666,0.4999999999999999,0.20833333333333334,"[29, 4, 16, 15, 32, 37, 38, 29]","[29, 21, 13, 13, 17, 47, 19, 38]","[14, 8, 17, 35, 28, 22, 39, 31]","[46, 26, 21, 21, 33, 26, 40, 22]","[48, 19, 23, 19, 24, 10, 21, 27]"
49,0.875,0.5000000000000001,0.125,"[36, 11, 45, 23, 32, 34, 42, 33]","[29, 4, 16, 15, 32, 37, 38, 29]","[33, 25, 26, 27, 39, 11, 29, 27]","[35, 30, 20, 29, 27, 24, 33, 24]","[3, 19, 11, 49, 36, 34, 33, 31]"
50,0.8333333333333334,0.5,0.20833333333333334,"[36, 11, 44, 23, 32, 34, 42, 33]","[40, 21, 14, 45, 16, 23, 25, 21]","[11, 31, 17, 29, 32, 8, 26, 25]","[36, 11, 45, 23, 32, 34, 42, 33]","[29, 30, 26, 27, 22, 14, 19, 34]"
51,0.7708333333333334,0.49999999999999983,0.1875,"[36, 11, 44, 23, 32, 34, 42, 33]","[17, 44, 7, 41, 15, 26, 31, 37]","[38, 31, 33, 33, 22, 18, 21, 20]","[23, 47, 27, 17, 0, 32, 36, 5]","[31, 35, 18, 31, 34, 20, 29, 32]"
52,0.8125,0.5000000000000001,0.20833333333333334,"[37, 40, 14, 16, 25, 38, 23, 47]","[32, 34, 11, 45, 19, 48, 32, 29]","[36, 11, 44, 23, 32, 34, 42, 33]","[37, 26, 15, 40, 22, 22, 27, 25]","[46, 46, 12, 26, 19, 4, 20, 50]"
53,0.7708333333333334,0.49999999999999994,0.25,"[37, 28, 47, 34, 23, 23, 42, 12]","[0, 26, 18, 18, 13, 19, 18, 8]","[32, 38, 40, 29, 29, 19, 46, 32]","[33, 41, 26, 50, 28, 25, 35, 24]","[38, 13, 36, 26, 28, 33, 43, 27]"
54,0.7916666666666666,0.5000000000000001,0.25,"[28, 27, 7, 28, 17, 18, 15, 20]","[26, 33, 23, 15, 27, 35, 10, 50]","[21, 37, 9, 47, 13, 5, 43, 33]","[31, 47, 50, 16, 31, 19, 23, 30]","[40, 21, 36, 40, 40, 47, 27, 38]"
55,0.7916666666666666,0.5000000000000002,0.125,"[31, 33, 32, 36, 22, 24, 38, 23]","[25, 22, 17, 23, 29, 17, 23, 20]","[49, 44, 35, 38, 44, 29, 48, 37]","[30, 7, 30, 36, 26, 38, 29, 18]","[38, 19, 33, 42, 19, 15, 11, 39]"
56,0.8333333333333334,0.49999999999999994,0.25,"[31, 33, 32, 36, 22, 24, 38, 23]","[32, 36, 16, 13, 22, 25, 17, 20]","[43, 21, 33, 34, 41, 29, 23, 36]","[18, 49, 16, 5, 19, 14, 34, 29]","[0, 12, 39, 26, 38, 1, 38, 33]"
57,0.8333333333333334,0.49999999999999994,0.20833333333333334,"[25, 38, 21, 29, 29, 20, 21, 23]","[38, 2, 22, 41, 24, 42, 23, 41]","[22, 30, 28, 21, 8, 39, 33, 15]","[32, 35, 18, 16, 22, 24, 17, 22]","[28, 24, 19, 34, 35, 27, 36, 28]"
58,0.7916666666666666,0.5000000000000002,0.16666666666666666,"[27, 13, 29, 16, 31, 24, 19, 23]","[39, 16, 5, 15, 12, 20, 37, 34]","[49, 33, 16, 6, 22, 21, 25, 21]","[41, 44, 14, 15, 34, 26, 27, 32]","[32, 16, 17, 40, 14, 44, 43, 22]"
59,0.7916666666666666,0.49999999999999994,0.14583333333333334,"[27, 13, 29, 16, 31, 24, 19, 23]","[31, 37, 19, 24, 37, 17, 25, 17]","[39, 24, 13, 35, 40, 31, 39, 9]","[36, 10, 28, 22, 21, 21, 33, 36]","[45, 14, 45, 39, 34, 44, 41, 11]"
60,0.9375,0.5000000000000001,0.20833333333333334,"[37, 36, 19, 18, 26, 20, 23, 22]","[5, 16, 10, 8, 41, 3, 17, 47]","[39, 2, 14, 18, 2, 49, 33, 32]","[37, 34, 36, 36, 6, 26, 28, 47]","[41, 4, 30, 16, 16, 46, 43, 9]"
61,0.875,0.49999999999999994,0.08333333333333333,"[36, 7, 31, 17, 17, 41, 39, 11]","[22, 45, 37, 26, 37, 31, 42, 20]","[44, 24, 6, 20, 26, 41, 30, 34]","[33, 21, 13, 18, 19, 3, 38, 32]","[26, 12, 13, 5, 35, 42, 22, 25]"
62,0.7916666666666666,0.49999999999999994,0.20833333333333334,"[35, 32, 25, 14, 2, 7, 47, 4]","[0, 47, 14, 9, 29, 17, 19, 45]","[39, 26, 10, 24, 26, 37, 28, 33]","[10, 47, 5, 5, 23, 29, 23, 3]","[2, 23, 18, 39, 19, 35, 20, 19]"
63,0.7916666666666666,0.5000000000000001,0.125,"[35, 32, 25, 14, 2, 7, 47, 4]","[35, 8, 31, 16, 17, 42, 38, 12]","[17, 41, 14, 6, 34, 35, 31, 2]","[33, 28, 1, 42, 18, 47, 24, 38]","[7, 20, 23, 39, 16, 32, 16, 20]"
64,0.7291666666666666,0.5,0.16666666666666666,"[29, 27, 24, 8, 26, 19, 25, 23]","[11, 20, 33, 27, 44, 7, 30, 44]","[32, 26, 24, 10, 13, 36, 27, 27]","[12, 21, 14, 10, 17, 43, 35, 3]","[36, 30, 21, 17, 8, 15, 42, 12]"
65,0.7916666666666666,0.5,0.16666666666666666,"[39, 12, 33, 10, 10, 30, 33, 8]","[29, 27, 24, 8, 26, 19, 25, 23]","[17, 26, 26, 18, 37, 16, 29, 29]","[46, 34, 20, 24, 21, 11, 44, 39]","[18, 23, 33, 22, 32, 13, 29, 35]"
66,0.8541666666666666,0.5000000000000001,0.16666666666666666,"[35, 24, 7, 0, 3, 39, 45, 10]","[9, 25, 20, 26, 42, 47, 46, 4]","[47, 22, 10, 15, 30, 34, 26, 32]","[39, 12, 33, 10, 10, 30, 33, 8]","[40, 15, 13, 15, 14, 18, 9, 18]"
67,0.8125,0.49999999999999994,0.20833333333333334,"[29, 33, 8, 42, 17, 16, 43, 24]","[31, 7, 19, 15, 25, 33, 18, 23]","[16, 15, 21, 19, 14, 18, 25, 13]","[29, 7, 18, 16, 25, 33, 19, 24]","[32, 20, 22, 24, 9, 22, 33, 9]"
68,0.8333333333333334,0.4999999999999999,0.125,"[31, 8, 19, 16, 25, 32, 19, 23]","[13, 2, 12, 33, 3, 13, 3, 0]","[21, 16, 14, 14, 8, 22, 25, 5]","[21, 16, 14, 15, 8, 21, 25, 5]","[21, 21, 4, 49, 44, 27, 5, 19]"
69,0.9583333333333334,0.49999999999999994,0.20833333333333334,"[40, 21, 5, 15, 6, 36, 36, 33]","[30, 14, 24, 13, 12, 31, 35, 10]","[29, 14, 23, 14, 11, 30, 33, 10]","[13, 17, 20, 13, 5, 40, 30, 27]","[26, 8, 35, 44, 39, 34, 24, 23]"
70,0.9166666666666666,0.49999999999999994,0.1875,"[13, 26, 0, 44, 40, 25, 18, 36]","[27, 8, 30, 36, 35, 33, 23, 23]","[49, 1, 30, 29, 30, 37, 20, 18]","[4, 47, 33, 42, 41, 48, 33, 11]","[23, 17, 16, 26, 10, 33, 47, 40]"
71,0.875,0.5,0.041666666666666664,"[26, 11, 29, 35, 34, 34, 22, 21]","[36, 24, 26, 25, 28, 24, 25, 24]","[28, 8, 29, 34, 35, 33, 22, 23]","[13, 26, 0, 44, 40, 25, 18, 36]","[31, 7, 8, 26, 36, 0, 34, 40]"
72,0.8125,0.4999999999999999,0.08333333333333333,"[26, 11, 29, 35, 34, 34, 22, 21]","[35, 12, 30, 28, 30, 8, 48, 22]","[26, 11, 29, 35, 34, 34, 22, 21]","[17, 24, 20, 13, 19, 18, 30, 14]","[33, 6, 8, 18, 19, 19, 39, 26]"
73,0.8125,0.49999999999999994,0.20833333333333334,"[35, 9, 30, 30, 29, 29, 22, 21]","[34, 19, 23, 31, 24, 33, 32, 26]","[28, 13, 26, 34, 33, 31, 22, 20]","[22, 23, 10, 24, 27, 17, 31, 47]","[23, 19, 37, 36, 23, 21, 43, 18]"
74,0.8541666666666666,0.5000000000000001,0.14583333333333334,"[11, 24, 17, 21, 23, 19, 19, 16]","[38, 10, 6, 43, 34, 4, 4, 35]","[34, 13, 22, 25, 38, 18, 28, 28]","[24, 36, 24, 19, 34, 21, 9, 36]","[35, 9, 30, 30, 29, 29, 22, 21]"
75,0.7916666666666666,0.49999999999999994,0.125,"[33, 12, 20, 31, 39, 20, 25, 27]","[30, 14, 10, 31, 26, 16, 34, 36]","[10, 45, 22, 31, 37, 21, 16, 48]","[11, 24, 17, 21, 23, 19, 19, 16]","[7, 29, 36, 46, 23, 24, 13, 18]"
76,0.7916666666666666,0.49999999999999994,0.14583333333333334,"[10, 32, 4, 37, 16, 21, 17, 37]","[13, 26, 49, 43, 3, 48, 17, 44]","[40, 17, 18, 11, 26, 37, 38, 18]","[35, 29, 26, 28, 13, 35, 45, 50]","[15, 49, 6, 13, 35, 18, 1, 28]"
77,0.7916666666666666,0.5,0.08333333333333333,"[14, 25, 46, 43, 7, 46, 17, 42]","[20, 10, 15, 42, 25, 17, 26, 50]","[10, 32, 4, 37, 16, 21, 17, 37]","[15, 26, 44, 42, 6, 44, 19, 44]","[37, 46, 1, 25, 34, 0, 28, 50]"
78,0.875,0.5,0.22916666666666666,"[29, 25, 36, 15, 25, 16, 30, 23]","[16, 25, 41, 40, 11, 40, 18, 43]","[14, 25, 46, 43, 7, 46, 17, 42]","[18, 25, 41, 29, 31, 19, 21, 35]","[30, 34, 8, 28, 33, 7, 27, 41]"
79,0.8333333333333334,0.49999999999999994,0.08333333333333333,"[16, 24, 38, 36, 10, 37, 19, 42]","[45, 26, 5, 3, 10, 22, 29, 46]","[24, 37, 12, 27, 32, 23, 17, 44]","[19, 47, 20, 28, 10, 36, 30, 21]","[4, 29, 5, 39, 45, 28, 17, 30]"
80,0.75,0.5000000000000001,0.25,"[14, 18, 37, 3, 15, 9, 18, 8]","[13, 9, 29, 21, 4, 3, 32, 28]","[8, 9, 17, 39, 26, 7, 40, 20]","[17, 18, 9, 23, 22, 24, 11, 15]","[23, 12, 2, 17, 10, 19, 29, 23]"
81,0.8333333333333334,0.5,0.20833333333333334,"[23, 27, 10, 4, 17, 42, 36, 7]","[14, 26, 29, 26, 29, 22, 28, 14]","[40, 42, 26, 22, 33, 12, 38, 41]","[1, 1, 38, 34, 33, 34, 48, 38]","[13, 42, 25, 13, 1, 10, 42, 42]"
82,0.75,0.5000000000000001,0.20833333333333334,"[23, 27, 10, 4, 17, 42, 36, 7]","[24, 11, 41, 35, 8, 17, 38, 2]","[27, 11, 40, 8, 36, 31, 12, 40]","[15, 29, 33, 33, 33, 15, 33, 14]","[7, 28, 33, 14, 17, 11, 39, 13]"
83,0.7291666666666666,0.5000000000000001,0.20833333333333334,"[24, 27, 18, 29, 20, 30, 17, 22]","[24, 33, 20, 32, 31, 38, 21, 27]","[36, 30, 22, 28, 25, 26, 21, 26]","[27, 42, 26, 50, 0, 16, 24, 45]","[31, 21, 32, 26, 17, 19, 33, 12]"
84,0.75,0.4999999999999999,0.20833333333333334,"[30, 47, 30, 35, 33, 29, 27, 27]","[12, 14, 24, 14, 44, 33, 47, 0]","[23, 32, 21, 33, 25, 37, 18, 23]","[7, 25, 27, 9, 17, 20, 23, 6]","[10, 45, 25, 11, 35, 31, 49, 10]"
85,0.8541666666666666,0.5,0.10416666666666667,"[28, 11, 15, 18, 12, 12, 28, 39]","[31, 16, 37, 16, 19, 16, 32, 21]","[15, 17, 13, 13, 18, 14, 14, 34]","[20, 24, 32, 32, 50, 27, 28, 14]","[48, 26, 35, 46, 19, 33, 31, 45]"
