Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome,Top_6_Genome,Top_7_Genome,Top_8_Genome,Top_9_Genome,Top_10_Genome
0,0.625,0.5,0.375,"[47, 43, 43, 41, 38, 50, 39, 44]","[49, 40, 39, 38, 42, 46, 39, 38]","[42, 42, 48, 38, 47, 43, 49, 41]","[43, 43, 39, 46, 47, 41, 44, 38]","[40, 45, 39, 46, 46, 48, 42, 43]"
1,0.5625,0.5,0.4375,"[43, 43, 39, 45, 46, 42, 43, 39]","[47, 43, 43, 41, 38, 50, 39, 44]","[47, 43, 43, 42, 39, 49, 40, 43]","[49, 20, 39, 37, 3, 32, 15, 38]","[21, 40, 39, 28, 42, 46, 39, 21]"
2,0.5625,0.5,0.4375,"[43, 43, 39, 45, 46, 42, 43, 39]","[49, 20, 39, 37, 3, 32, 15, 38]","[47, 26, 43, 35, 11, 49, 33, 43]","[46, 43, 42, 43, 41, 47, 41, 42]","[44, 43, 40, 44, 44, 44, 42, 40]"
3,0.5,0.5,0.5,"[43, 43, 39, 45, 46, 42, 43, 39]","[39, 43, 9, 10, 41, 47, 20, 42]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]"
4,0.5,0.5,0.5,"[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[39, 43, 9, 10, 41, 47, 20, 42]","[39, 43, 9, 10, 41, 47, 20, 42]"
5,0.6875,0.5,0.125,"[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 38, 43, 46, 42, 42, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 45, 39, 45, 46, 17, 43, 39]","[39, 43, 10, 12, 41, 47, 21, 42]"
6,0.625,0.5,0.25,"[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[50, 22, 33, 45, 5, 27, 10, 39]","[22, 43, 39, 45, 18, 42, 39, 8]"
7,0.8125,0.5,0.375,"[44, 22, 23, 45, 41, 40, 39, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[43, 43, 39, 45, 46, 42, 43, 39]","[29, 24, 34, 45, 10, 6, 14, 39]"
8,0.6875,0.5,0.25,"[38, 23, 28, 45, 28, 26, 28, 39]","[44, 22, 23, 45, 41, 40, 39, 39]","[43, 35, 33, 45, 44, 41, 41, 39]","[44, 30, 29, 45, 43, 41, 41, 39]","[35, 45, 13, 36, 45, 1, 25, 1]"
9,0.625,0.5,0.375,"[38, 23, 28, 45, 28, 26, 28, 39]","[12, 35, 33, 45, 3, 41, 39, 39]","[43, 35, 33, 45, 44, 41, 41, 39]","[38, 38, 16, 39, 44, 12, 29, 12]","[41, 29, 20, 42, 42, 29, 35, 28]"
