Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome,Top_6_Genome,Top_7_Genome,Top_8_Genome,Top_9_Genome,Top_10_Genome
0,0.6875,0.5,0.375,"[9, 3, 13, 10, 2, 12, 6, 9]","[1, 0, 6, 4, 4, 5, 5, 9]","[10, 1, 10, 6, 12, 1, 8, 1]","[2, 12, 3, 12, 6, 3, 8, 5]","[11, 9, 0, 10, 1, 0, 13, 11]"
0,0.75,0.5,0.25,"[7, 4, 8, 4, 12, 2, 0, 7]","[3, 2, 9, 12, 11, 2, 4, 12]","[1, 12, 2, 6, 13, 9, 0, 4]","[7, 7, 0, 10, 9, 4, 6, 6]","[4, 1, 4, 1, 1, 0, 11, 4]"
1,0.875,0.5,0.25,"[27, 9, 27, 5, 29, 6, 0, 37]","[7, 4, 8, 4, 12, 2, 0, 7]","[5, 7, 6, 5, 12, 5, 0, 6]","[4, 1, 4, 1, 2, 0, 10, 4]","[7, 46, 40, 4, 11, 25, 1, 7]"
2,0.8125,0.5,0.375,"[27, 9, 27, 5, 29, 6, 0, 37]","[7, 0, 39, 12, 12, 16, 0, 7]","[5, 7, 6, 5, 12, 5, 0, 6]","[5, 7, 6, 5, 12, 5, 0, 6]","[5, 7, 6, 5, 12, 5, 0, 6]"
3,0.8125,0.5,0.1875,"[27, 9, 27, 5, 29, 6, 0, 37]","[24, 9, 24, 5, 27, 6, 0, 33]","[6, 7, 7, 5, 13, 5, 0, 8]","[8, 7, 9, 5, 14, 5, 0, 10]","[38, 34, 43, 19, 4, 35, 50, 0]"
4,0.75,0.5,0.125,"[27, 9, 27, 5, 29, 6, 0, 37]","[24, 9, 24, 5, 27, 6, 0, 33]","[23, 9, 23, 5, 26, 6, 0, 32]","[11, 7, 12, 5, 16, 5, 0, 14]","[7, 7, 8, 5, 14, 5, 0, 9]"
5,0.5,0.5,0.5,"[27, 9, 27, 5, 29, 6, 0, 37]","[25, 9, 25, 5, 28, 6, 0, 35]","[25, 9, 25, 5, 27, 6, 0, 34]","[24, 9, 24, 5, 27, 6, 0, 33]","[23, 9, 23, 5, 26, 6, 0, 32]"
6,0.5,0.5,0.5,"[27, 9, 27, 5, 29, 6, 0, 37]","[25, 9, 25, 5, 28, 6, 0, 35]","[40, 37, 23, 5, 26, 6, 0, 32]","[25, 9, 25, 5, 27, 6, 0, 35]","[27, 9, 27, 5, 29, 6, 0, 36]"
7,0.875,0.5,0.375,"[40, 8, 13, 5, 28, 41, 0, 35]","[25, 9, 25, 5, 40, 6, 47, 35]","[27, 9, 27, 5, 29, 6, 0, 37]","[40, 37, 23, 5, 26, 6, 0, 32]","[40, 37, 23, 5, 26, 6, 0, 32]"
8,0.75,0.5,0.25,"[40, 8, 13, 5, 28, 41, 0, 35]","[38, 8, 15, 5, 30, 36, 6, 35]","[27, 9, 23, 5, 38, 11, 41, 35]","[34, 23, 25, 5, 27, 6, 0, 34]","[33, 23, 25, 5, 28, 6, 0, 35]"
9,0.625,0.5,0.3125,"[40, 8, 13, 5, 28, 41, 0, 35]","[37, 8, 16, 5, 31, 34, 8, 35]","[38, 8, 15, 5, 30, 36, 6, 35]","[28, 9, 22, 5, 37, 13, 39, 35]","[23, 15, 15, 5, 30, 36, 9, 1]"
