Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome,Top_6_Genome,Top_7_Genome,Top_8_Genome,Top_9_Genome,Top_10_Genome
0,0.625,0.5,0.4375,"[9, 10, 6, 13, 9, 1, 10, 11]","[7, 6, 0, 5, 4, 12, 2, 7]","[7, 9, 1, 0, 3, 1, 10, 0]","[11, 9, 0, 6, 13, 4, 2, 3]","[4, 4, 6, 0, 1, 8, 10, 3]"
1,0.9375,0.5,0.25,"[9, 10, 6, 13, 9, 1, 10, 11]","[10, 35, 17, 6, 40, 41, 2, 13]","[8, 7, 0, 5, 7, 10, 2, 6]","[25, 21, 1, 0, 48, 3, 39, 10]","[35, 17, 1, 0, 3, 45, 22, 0]"
2,0.6875,0.5,0.25,"[9, 10, 6, 13, 9, 1, 10, 11]","[4, 36, 22, 5, 10, 16, 5, 6]","[38, 20, 1, 32, 45, 41, 36, 10]","[45, 34, 16, 6, 39, 41, 3, 37]","[34, 33, 2, 0, 12, 45, 21, 0]"
3,0.875,0.5,0.0625,"[9, 10, 6, 13, 9, 1, 10, 11]","[14, 15, 5, 10, 10, 10, 12, 9]","[38, 34, 17, 6, 34, 37, 3, 32]","[29, 28, 3, 3, 11, 36, 19, 2]","[20, 36, 21, 5, 15, 0, 5, 40]"
4,0.6875,0.5,0.3125,"[9, 10, 6, 13, 9, 1, 10, 11]","[19, 12, 48, 8, 12, 12, 38, 46]","[13, 18, 10, 11, 27, 14, 8, 2]","[28, 26, 13, 8, 25, 24, 5, 25]","[19, 19, 5, 8, 10, 18, 14, 7]"
5,0.6875,0.5,0.375,"[14, 11, 29, 10, 11, 7, 25, 30]","[14, 11, 25, 11, 10, 6, 23, 27]","[18, 12, 44, 8, 12, 11, 36, 43]","[9, 10, 6, 13, 9, 1, 10, 11]","[10, 10, 10, 13, 9, 2, 30, 14]"
6,0.6875,0.5,0.25,"[14, 11, 29, 10, 11, 7, 25, 30]","[14, 11, 25, 11, 10, 6, 23, 27]","[12, 11, 30, 21, 10, 4, 18, 21]","[11, 10, 13, 12, 9, 3, 15, 17]","[24, 46, 25, 11, 0, 5, 23, 8]"
7,0.75,0.5,0.3125,"[11, 34, 42, 12, 9, 4, 16, 32]","[14, 11, 29, 10, 11, 7, 25, 30]","[40, 11, 29, 0, 27, 43, 40, 24]","[11, 7, 11, 0, 11, 5, 23, 28]","[49, 11, 28, 20, 10, 4, 4, 22]"
8,0.75,0.5,0.25,"[22, 11, 29, 7, 16, 18, 30, 28]","[11, 34, 42, 12, 9, 4, 16, 32]","[11, 19, 25, 5, 10, 5, 20, 30]","[11, 22, 28, 7, 10, 4, 19, 30]","[32, 11, 1, 3, 22, 32, 35, 33]"
9,0.6875,0.5,0.25,"[18, 19, 43, 40, 14, 31, 26, 29]","[15, 26, 46, 10, 47, 5, 45, 39]","[22, 11, 29, 7, 16, 18, 30, 28]","[21, 12, 29, 7, 16, 17, 29, 28]","[12, 21, 28, 7, 10, 5, 20, 30]"
